,time,type,size,price,direction
2019-12-10 09:32:09.654347000,34329.654346975,5,25,11100800,1
2019-12-10 09:32:10.104830000,34330.104830026,5,90,11100400,1
2019-12-10 09:32:10.104830000,34330.104830026,4,10,11100100,1
2019-12-10 09:32:10.104867000,34330.104867486,4,15,11101900,-1
2019-12-10 09:32:10.104958000,34330.104957957,4,50,11101000,1
2019-12-10 09:32:10.105023000,34330.105022655,4,100,11100100,1
2019-12-10 09:32:10.105092000,34330.105091922,4,22,11100000,1
2019-12-10 09:32:10.105092000,34330.105091922,4,10,11100000,1
2019-12-10 09:32:10.105092000,34330.105091922,4,25,11100000,1
2019-12-10 09:32:10.105092000,34330.105091922,4,1,11100000,1
2019-12-10 09:32:10.105092000,34330.105091922,4,4,11100000,1
2019-12-10 09:32:10.105092000,34330.105091922,4,38,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,17,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,6,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,6,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,10,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,1,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,12,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,2,11100000,1
2019-12-10 09:32:10.105153000,34330.105152706004,4,1,11100000,1
